id,detail_id,option_text,type,score_value,option_type_id
2234,488,تيسر المنظفات والمعقمات وأدوات التنظيف بصورة جيدة.,negative,,2
2235,488,تيسر المنظفات والمعقمات وأدوات التنظيف في المجاميع الصحية.,negative,,2
2236,488,عدم تيسر المنظفات والمعقمات وأدوات التنظيف.,negative,,2
2237,490,وجود هيمنة جيدة آمر السرية والمامه بواجباته.,negative,,2
2238,490,عدم وجود هيمنه لأمر السرية ولا توجد قيادة وسيطرة للسرية.,negative,,2
2239,492,عدم كفاءة ر.ع السرية من ناحية التنظيم والمتابعة.,negative,,2
2240,494,عدم وجود مستودع  للسرية.,negative,,2
2241,494,وجود مستودع للسرية ومدام بشكل جيد مع مراعات الشروط الصحية.,positive,,1
2242,494,وجود مستودع للسرية وغير مدام.,negative,,2
2243,495,تيسر خطط الدفاع المحلي ومكافحة الحريق ويجري تطبيقها بشكل منظم.,negative,,2
2244,495,عدم تيسر خطط الدفاع المحلي ومكافحة الحريق ويجري تطبيقها بشكل منظم.,negative,,2
2245,496,تيسر وصايا ومناهج تدريبية مع المحاضرات.,negative,,2
2246,496,عدم تيسر وصايا ومناهج تدريبية مع المحاضرات.,negative,,2
2247,498,الايجاز (مطابق ـ غير مطابق) للمهمة الفعلية للمنطقة الأمنية وحسب الأسس الموضوعة.,negative,,2
2248,498,الايجاز (مطابق ـ غير مطابق) للمهمة الفعلية للمنطقة الأمنية وحسب الأسس الموضوعة.,negative,,2
2249,498,مكان عرض الايجاز (يتناسب ـ لا يتناسب) مع أهمية المنطقة الأمنية ومن جميع النواحي.,negative,,2
2250,498,الايجاز (متكامل ـ غير متكامل) من كافة النواحي ( التقديم، الوقت، وسائل الايضاح، توزيع النسخ، حضور المعنيين).,negative,,2
2251,498,أخرى,negative,,2
2252,499,امر السيطرة والضباط دورهم (فعال) في ادارة السيطرة.,positive,,1
2253,499,آمر السيطرة كفوء ولديه القدرة على القيادة والادارة.,positive,,1
2254,499,كفاءة آمر السيطرة وسط، ويحتاج الى متابعة.,positive,,1
2255,499,آمر السيطرة غير كفوء وليس لديه القدرة على القيادة والسيطرة.,negative,,2
2256,499,اخرى,negative,,2
2257,500,مستوى اداء المعاون (مجاز وقت التفتيش),negative,,2
2258,500,مستوى أداء المعاون (فوق الوسط ـ جيد) ومستوى كفاءة ضابط الشفت وإلمامهم بواجباتهم (فوق الوسط ـ جيد).,negative,,2
2259,500,مستوى أداء المعاون وضابط الشفت (دون الوسط).,negative,,2
2260,501,امر السيطرة والضباط دورهم (فعال) في ادارة السيطرة.,positive,,1
2738,675,الزيادة,positive,,1
2261,501,آمر السيطرة ومعاونه (فعال ـ غير فعال) في ادارة السيطرة.,negative,,2
2262,502,وجود تنسيق بين امر السيطرة والاجهزة والأجهزة الأمنية العاملة معه.,positive,,1
2263,502,وجود تنسيق بين آمر السيطرة والأجهزة الأمنية العاملة معه.,positive,,1
2264,502,عدم وجود تنسيق بين آمر السيطرة والأجهزة الأمنية العاملة معه,negative,,2
2265,503,نشاطات أمنية متنوعة في السيطرة مع اتباع الاجراءات الاصولية.,positive,,1
2266,503,وجود نشاطات أمنية متنوعة في السيطرة مع اتباع الاجراءات الاصولية.,positive,,1
2267,505,تم اجراء ممارسة افتراضية داخل السيطرة، وفحص مفارز الكلاب البوليسية وأجهزة الكشف التابعة الى مديرية مكافحة المتفجرات، وكان مستوى التنفيذ (جيد ـ فوق الوسط ـ وسط ـ دون الوسط).,negative,,2
2268,506,تم تفتيش السجلات الموجودة في السيطرة وكانت منظمة وفق اصول التفيش ومدامة بشكل جيد.,negative,,2
2269,506,تفتيش السجلات الموجودة في السيطرة وكانت مدامة بشكل جيد.,negative,,2
2270,506,تفتيش السجلات الموجودة في السيطرة وكانت غير مدامة.,negative,,2
2271,509,السجلات الإدارية والمالية مفتوحة ومدامة وفق اسس التفتيش.,negative,,2
2272,509,فحص المكاتب والسجلات الإدارية والمالية وإدامتها للسيطرة (مفتوحة  ومدامة) وفق اسس التفتيش.,negative,,2
2920,108,المستوى العام لمدير المنطقة (وسط).,positive,0.00,1
2273,509,فحص المكاتب والسجلات الإدارية والمالية وإدامتها للسيطرة (مفتوحة  وغير مدامة) وفق اسس التفتيش.,negative,,2
2274,509,فحص المكاتب والسجلات الإدارية والمالية وإدامتها للسيطرة (غير مفتوحة).,negative,,2
2276,510,تيسر لوحات وصايا أمن المكتب والمعلومات.,negative,,2
2277,510,تيسر لوحات وصايا أمن المكتب والمعلومات.,negative,,2
2282,512,يتم الاستماع الى شكاوي المنتسبين من خلال تحديد يوم الخميس من كل أسبوع لغرض الالقتاء بهم.,negative,,2
2283,512,تخصيص يوم للاستماع لشكاوى المنتسبين وحلها.,negative,,2
2284,512,عدم تخصيص يوم للاستماع لشكاوى المنتسبين.,negative,,2
2285,513,يتم تنفيذ الاوامر الادارية الصادرة من المراجع العليا مباشرة.,negative,,2
2286,513,العمل على تنفيذ الأوامر الإدارية الصادرة من المراجع العليا.,negative,,2
2287,513,عدم العمل على تنفيذ الأوامر الإدارية الصادرة من المراجع العليا.,negative,,2
2288,515,غرفة الحركات الحركات منظمة وتحتوي على كافة التجهيزات الأساسية وهي نفسها                غرفة مكتب المدير.,negative,,2
2289,515,غرفة الحركات منظمة وتحتوي على كافة التجهيزات الأساسية.,positive,,1
2290,515,غرفة الحركات غير منظمة وتفتقر الى اكمال التجهيزات الأساسية.,negative,,2
2291,516,اجراء ممارسة على خطتي الدفاع المحلي ومكافحة الحريق.,negative,,2
2292,516,تم اجراء ممارسة الدفاع المحلي واطفاء الحرائق وكانت بمستوى (          ).,negative,,2
2293,516,عدم اجراء ممارسة الدفاع المحلي واطفاء الحرائق.,negative,,2
2294,517,أجهزة الاتصالات اللاسلكية والاتصالات البديلة فاعلة وتعمل بكفاءة.,positive,,1
2295,517,(فاعلية ـ عدم فاعلية) أجهزة الاتصالات السلكية واللاسلكية والاتصالات البديلة.,negative,,2
2296,518,سجلات الحوادث، البرقيات، الزيارات موجودة ومدامة.,positive,,1
2297,518,سجلات الحوادث، البرقيات، الزيارات موجودة غير مدامة.,negative,,2
2298,518,سجلات الحوادث، البرقيات، الزيارات غير موجودة.,negative,,2
2299,520,عدم توفر اللوحات الإيضاحية في نقطة السيطرة.,negative,,2
2300,520,موجودة وغير مدامة.,negative,,2
2301,520,موجودة ومدامة.,positive,,1
2302,522,تم تفتيش قاعات المنام والخدمات (مطابخ، مجاميع صحية، تكييف) وكانت بمستوى (وسط),negative,,2
2303,522,تم تفتيش قاعات المنام والخدمات (مطابخ، مجاميع صحية، تكييف) وكانت بمستوى (         ).,negative,,2
2304,522,عدم الاهتمام بالبنى التحتية.,negative,,2
2305,523,وجود خط كهرباء طوارئ ومولدات.,positive,,1
2306,523,وجود خط كهرباء طوارئ (مولدات)جيدة.,positive,,1
2307,523,عدم تيسر خط كهرباء طوارئ (مولدات) اداء عملها وسط لتقادم آجالها.,negative,,2
2308,524,قلة أدوات مكافحة الحريق في مرافق الدائرة وقاعات المنام.,impediment,,3
2309,524,تيسر أدوات مكافحة الحريق في مرافق الدائرة.,positive,,1
2310,524,عدم تيسر أدوات مكافحة الحريق في مرافق الدائرة,negative,,2
2311,525,نظافة السيطرة داخلياً وخارجياً بمستوى (وسط).,positive,,1
2739,675,النقص,impediment,,3
2317,527,السجلات الفنية للآليات (ذمة، صيانة، إدامة) مفتوحة وفق الأسس المعتمدة وغير مدامة وغير مصادقة من قبل التدقيق المركزي.,negative,,2
2318,527,تيسر السجلات الفنية للآليات (ذمة، صيانة، إدامة) مفتوحة وفق الأسس المعتمدة.,negative,,2
2319,527,عدم تيسر السجلات الفنية للآليات.,negative,,2
2320,529,الحالة الفنية للعجلات وجاهزيتها جيدة.,positive,,1
2321,529,الحالة الفنية للعجلات وجاهزيتها غير جيدة بسبب تقادم الآجال.,negative,,2
2322,530,عدم توفر مستودع الوقود والزيوت ونقطة الإدامة مفتوحة وفق الاسس.,negative,,2
2323,530,مستودع الوقود والزيوت ونقطة الإدامة مفتوحة وفق الاسس.,positive,,1
2324,530,عدم تيسر المستودعات ونقطة الإدامة.,negative,,2
2325,532,تيسر رحبة العجلات ومعدات الإطفاء صالحة وتعمل بشكل جيد.,positive,,1
2326,532,عدم تيسر رحبة العجلات ومعدات الإطفاء غير صالحة.,negative,,2
2327,534,ضابط الميرة كفوء وإجراءات التخزين الآمن جيدة.,negative,,2
2328,534,عدم كفاءة ضابط الميرة وإجراءات التخزين الآمن,negative,,2
2329,535,المشجب محصن وأمن مع توفر ابواب ذات ثلاثة اقفال لمستوعات الاسلحة والاعتدة وتيسر كاميرات مراقبة وعدم وجود كفالات ضامنة لأمناء المشجب مع التدقيق الامني.,negative,,2
2330,535,المشجب محصن وأمن من حيث تيسر كاميرات المراقبة مع وجود كفالات ضامنة لأمناء المشجب.,negative,,2
2331,535,المشجب غير محصن وغير أمن من حيث تيسر كاميرات المراقبة مع عدم وجود كفالات ضامنة لأمناء المشجب,negative,,2
2332,537,عشوائية توزيع صرف الأسلحة والاعتدة والمعدات.,negative,,2
2333,537,آلية صرف الأسلحة والاعتدة والمعدات منظمة بشكل جيد.,negative,,2
2334,538,سجلات الذمة مفتوحة وغير مصادقة وبدون موافقة الخاصة بالسجلات.,negative,,2
2335,538,دقة سجلات الذمة ومطابقتها للواقع.,positive,,1
2336,538,سجلات الذمة غير مفتوحة.,negative,,2
2337,538,سجلات الذمة مفتوحة وغير مدامة.,negative,,2
2338,539,تكامل الأسلحة والعتاد حيث يوجد عدد البنادق (128) بندقية كلاشنوف والصالح منها (126) واثنان (واحدة مبرز جرمي والثانية مفقودة) وتم جلب سلاح بديل بقرار محكمة وبنسبة تكامل (100%).,positive,,1
2339,539,تكامل الأسلحة والعتاد مع نسب العاطل.,positive,,1
2340,539,عدم تكامل الأسلحة والعتاد مع نسب العاطل.,negative,,2
2341,540,إنجاز المجالس التحقيقية المتعلقة بالذمة وتنزيلها.,negative,,2
2342,540,عدم إنجاز المجالس التحقيقية المتعلقة بالذمة وتنزيلها.,negative,,2
2343,540,إنجاز المجالس التحقيقية وعدم تنزيل الذمة.,negative,,2
2344,542,العجلات الاختصاصية لكشف المتفجرات متوفرة وصالحة للعمل.,negative,,2
2345,542,العجلات الاختصاصية لكشف المتفجرات قديمة مع تقادم آجالها.,negative,,2
2346,542,وجود مفارز الكلاب البوليسية الخاصة بكشف المخدرات.,negative,,2
2347,542,عدم وجود مفارز الكلاب البوليسية الخاصة بكشف المخدرات.,negative,,2
2348,543,منظومة كاميرات المراقبة موجودة وفعالة.,negative,,2
2349,543,عدم تيسر كاميرات المراقبة في نقطة السيطرة.,negative,,2
2350,543,الكاميرات موجودة إلا أنها قديمة ورديئة المنشأ.,negative,,2
2351,544,قاعدة البيانات في نقطة السيطرة للمطلوبين والعجلات المسروقة محدثة.,negative,,2
2352,544,لا توجد قاعدة بيانات (حاسبة الادلة الجنائية).,positive,,1
2353,544,ضعف العاملين على حاسبة الادلة الجنائية.,negative,,2
2354,545,السيطرة مصممة بشكل جيد.,positive,,1
2355,545,مسقف التفتيش متين ومتمالك، وعدم وجود مطبات وقطع دلالة.,negative,,2
2356,546,عدم توفر التحصينات والأسيجة الأمنية وأبراج المراقبة.,negative,,2
2357,546,توفر التحصينات والأسيجة الأمنية بشكل جيد.,positive,,1
2358,547,عدم توفر عجلات الإسعاف وعجلات الدفاع المدني.,negative,,2
2359,547,عجلات الإسعاف والدفاع المدني متوفرة.,negative,,2
2360,553,ضعف الالتزام بتنفيذ المهمة التدريبية.,negative,,2
2361,553,عدم وجود خطة تدريب سنوية.,negative,,2
2362,553,عدم وجود قاعة تدريسية لتدريب المنتسبين.,negative,,2
2363,554,ضعف التدريب العسكري الأساسي في حركات المشاة، الأسلحة الخفيفة والمتوسطة.,negative,,2
2364,554,عدم وجود التدريب العسكري الأساسي.,negative,,2
2365,554,قلة معلمي التدريب على الاسلحة الخفيفة والساندة.,impediment,,3
2366,555,عدم وجود خطة الرمي السنوية.,negative,,2
2367,555,عدم المعرفة في قواعد التسديد والتصويب للرماة.,negative,,2
2368,555,عدم وجود ميادين الرمي.,negative,,2
2369,555,عدم تنزيل الاعتدة الخاصة بالرمي السنوي.,negative,,2
2370,556,ضعف في برنامج التدريب البدني.,negative,,2
2371,556,عدم تيسر ميادين مناسبة للتدريب البدني.,negative,,2
2372,556,عدم إعداد مناهج التدريب البدني.,negative,,2
2373,557,عدم اكتمال سجلات التدريب.,negative,,2
2377,558,عدم ارسال المنتسبين للدورات التخصصية من قبل الوحدات.,negative,,2
2378,559,الايجاز مكتمل وفق الضوابط واسس التفتيش ولا توجد وسائل إيضاح,positive,,1
2493,608,متابعة من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها بشكل ضعيف.,positive,,1
2379,559,الايجاز مكتمل وفق الضوابط واسس التفتيش (تقديم رسمي، وسائل حديثة، توزيع نسخ كافية، اتباع واجبات الأركان في الاعداد).,positive,,1
2380,559,تم تقديم الايجاز بشكل غير منظم، ولا توجد وسائل إيضاح، ولم يتم توزيع نسخ كافية على المفتشين، ولم يتم اتباع واجبات الأركان في الاعداد، وعدم التقيد في الوقت المحدد.,negative,,2
2381,559,الايجاز ضعيف وغير دقيق ولم يتم اتباع أسس التفتيش في الاعداد.,negative,,2
2382,559,لا يوجد ايجاز.,negative,,2
2383,559,اخرى,negative,,2
2384,560,ملم بواجباته ومـهامه وله القابلية على تطوير نفسه.,negative,,2
2385,560,ملم بصورة جيدة بواجباته ومهام قسمة.,negative,,2
2386,560,المامه بواجباته ومهام قسمة متوسطة.,negative,,2
2387,560,المامه بواجباته ومهام قسمة ضعيفة.,negative,,2
2388,561,تطبيق نظام البديلين لضمان استمرارية العمل وديمومته.,positive,,1
2389,561,العمل بنظام البديلين وضمان استمرارية العمل.,positive,,1
2390,561,يجري العمل بنظام البديلين لضمان واستمرار العمل وديمومته.,positive,,1
2391,561,مطبق كلياً نظام البديل لضمان واستمرار العمل وديمومته.,positive,,1
2392,561,مطبق جزئياً  نظام البديل لضمان واستمرار العمل وديمومته.,positive,,1
2393,561,مطبق بصورة شكلية نظام البديل واستمار العمل وديمومته.,positive,,1
2394,561,غير مطبق نظام البديل بالأساس.,negative,,2
2395,562,التنسيق جيد مع أمر المنطقة الأمنية ودمج العمل ضمن خطة الأمن المناطقي مع العرض لا يوجد اتصال لاسلكي بسبب ضعف تام في التغطية الشبكية للمنطقة الأمنية الثامنة.,negative,,2
2396,564,التنسيق عالي المستوى مع امر المنطقة الأمنية.,negative,,2
2397,564,التنسيق جيد مع آمر المنطقة الأمنية.,negative,,2
2398,564,التنسيق وسط مع آمر المنطقة الأمنية.,negative,,2
2399,564,لا يوجد التنسيق مع آمر المنطقة الأمنية.,negative,,2
2400,565,وجود سجلات منظمة بشكل جيد، ووجود إجراءات ادارية متخذة بشكل كامل.,positive,,1
2401,565,وجود سجلات منظمة بشكل جيد وضعف في الإجراءات الإدارية المتخذة.,negative,,2
2402,565,السجلات والاضابير مدامة.,positive,,1
2403,565,فتح وتنظيم السجلات والإجراءات الإدارية.,positive,,1
2404,565,وجود سجلات منظمة بشكل جيد، ووجود إجراءات ادارية متخذة بشكل كامل.,positive,,1
2405,565,وجود سجلات منظمة بشكل متوسط، ووجود إجراءات ادارية متخذة.,positive,,1
2406,565,نقص في سجلات المطلوبة وضعف في الإجراءات الإدارية المتخذة.,impediment,,3
2407,565,عدم وجود سجلات وعدم اتخاذ الإجراءات الإدارية.,negative,,2
2408,566,الإجراءات الأمنية متوسطة وفعالة لحماية المنشأت والموظفين والمراجعين.,negative,,2
2409,566,الإجراءات الأمنية ضعيفة لحماية المنشآت والموظفين والمراجعين.,negative,,2
2410,566,إجراءات أمنية كاملة وفعالة لحماية المنشأت والموظفين والمراجعين.,negative,,2
2411,566,إجراءات أمنية متوسطة وفعالة لحماية المنشأت والموظفين والمراجعين.,negative,,2
2412,566,إجراءات امنية ضعيفة وفعالة لحماية المنشأت والموظفين والمراجعين.,negative,,2
2413,566,لا توجد إجراءات أمنية.,positive,,1
2414,567,خطط الدفاع المحلي والطوارئ بمستوى وسط مع وجود الاعداد الورقي,negative,,2
2415,570,(وجود ـ عدم وجود) الإعداد الورقي لخطتي الدفاع المحلي واطفاء الحرائق.,negative,,2
2416,570,(تنفيذ ـ عدم تنفيذ) ممارسات على خطتي الدفاع المحلي واطفاء الحرائق في الأوقات المحددة لها.,negative,,2
2417,570,(وجود ـ عدم وجود) لوحات دلالة بأسماء المنتسبين المشمولين بالخطة مع بدلائهم.,negative,,2
2418,570,(وجود ـ عدم وجود) سجل لمعالجة السلبيات التي تظهر اثناء تنفيذ الخطط.,negative,,2
2419,570,اخرى,negative,,2
2420,572,عدم وجود سجل لمعالجة السلبيات التي تظهر اثناء تنفيذ الخطط.,negative,,2
2421,572,تدريب المنتسبين على التعامل مع الحوادث الأمنية.,negative,,2
2422,572,يتم اشراك المنتسبين في دورات بشكل مستمر ودوري في التعامل مع الحوادث الأمنية.,negative,,2
2423,572,يتم اشراك المنتسبين في دورات بشكل مستمر ودوري في التعامل مع الحوادث الأمنية.,negative,,2
2424,572,يتم اشراك المنتسبين في دورات بشكل متفاوت في التعامل مع الحوادث الأمنية.,negative,,2
2425,572,يوجد ضعف في اشراك المنتسبين في دورات للتعامل مع الحوادث الأمنية.,negative,,2
2426,572,لا يوجد اشراك المنتسبين في دورات للتعامل مع الحوادث الأمنية.,negative,,2
2427,573,الوثائق والمستندات الرسمية مؤمنة بالكامل من الضياع أو التزوير حسب التعليمات والضوابط.,negative,,2
2428,573,مؤمنة بالكامل حسب التعليمات والضوابط.,positive,,1
2429,573,مؤمنة جزئي حسب التعليمات والضوابط.,positive,,1
2430,573,التأمين ضعيف.,positive,,1
2431,573,غير مؤمنة خلافا للتعليمات والضوابط.,negative,,2
2560,625,غير محدثة بانتظام,negative,,2
2432,574,لم يتم مصادقة مطابقة الملاك البشري (الضباط، المراتب، الموظفين) مع الموجود والنشاط الفعلي.,negative,,2
2433,574,الملاك البشري غير مطابق مع الموجود الفعلي لوجود نقص في الملاك البشري.,impediment,,3
2434,574,الملاك البشري مطابق مع الموجود الفعلي.,negative,,2
2435,574,الملاك البشري مطابق مع الموجود الفعلي ولم يتم توزيع الموارد البشرية بصورة صحيحة.,negative,,2
2436,574,الملاك البشري غير مطابق مع الموجود الفعلي لوجود زيادة في الملاك البشري.,negative,,2
2437,574,الملاك البشري غير مطابق مع الموجود الفعلي لوجود نقص في الملاك البشري.,impediment,,3
2921,108,المستوى العام لمدير المنطقة (دون الوسط).,negative,0.00,2
2438,576,جرد الأسلحة والعتاد والآليات وأجهزة الاتصالات غير مطابقة مع الملاك ومخزونة ومدامة بصورة صحيحة.,negative,,2
2439,576,وجود أسلحة واعتدة غير مطابقة مع الملاك ولاتوجد اجهزة اتصال.,negative,,2
2440,576,وجود أسلحة واعتدة وأجهزة اتصلات مطابقة مع الملاك ومخزونة ومدامة بصورة صحيحة.,negative,,2
2441,576,وجود أسلحة واعتدة وأجهزة اتصلات مطابقة مع الملاك ولكن غير مخزونة     وغيرمدامة بشكل الصحيح.,negative,,2
2442,576,وجود أسلحة واعتدة وأجهزة اتصلات غير مطابقة مع الملاك ومخزونة ومدامة بصورة صحيحة.,negative,,2
2443,576,وجود أسلحة واعتدة وأجهزة اتصلات غير مطابقة مع الملاك وهي غير مدامة ولم يتم خزنها بالصورة الصحيحة.,negative,,2
2444,577,البناية عائدة ملكيتها الى وزارة الداخلية ومطابقة للمواصفات وملائمة لتقديم الخدمات للمواطنين.,negative,,2
2445,577,البناية غير عائدة ملكيتها الى وزارة الداخلية وغير مطابقة للمواصفات وغير ملائمة لتقديم الخدمات للمواطنين.,obstacle,,4
2446,577,البناية عائدة ملكيتها الى وزارة الداخلية ومطابقة للمواصفات وملائمة لتقديم الخدمات للمواطنين.,negative,,2
2447,577,البناية غير عائدة ملكيتها الى وزارة الداخلية.,obstacle,,4
2448,577,البنايات بعضها عائد الى الوزارة والبعض الاخر غير عائد الى وزارة الداخلية.,negative,,2
2449,577,البناية غير ملائمة وغير مطابقة للمواصفات (البناية قديمة، آيلة للسقوط).,negative,,2
2450,582,كفوءة جداً وحديثة وتعمل بدون اعطال.,positive,,1
2451,582,كفوءة مع ملاحظات بسيطة.,positive,,1
2452,582,متوسطة وتحتاج الى تطوير.,positive,,1
2453,582,ضعيفة وغير مستقرة.,negative,,2
2454,585,عالي جدا ضمن التوقيت المحدد.,negative,,2
2455,585,جيدة مع تأخر محدود.,positive,,1
2456,585,بطيئة نسبياً,positive,,1
2457,585,تأخر كبير واخطاء متكررة.,positive,,1
2458,588,موجوده ومتوفرة بالكامل وتستخدم بكفاءة.,positive,,1
2459,588,متوفره جزئياً.,positive,,1
2460,588,أجهزة قديمة.,positive,,1
2461,588,نقص واضح بالاجهزة.,impediment,,3
2462,590,منظم وأمن عالي.,positive,,1
2463,590,منظم بشكل جيد مع وجود ملاحظات.,positive,,1
2464,590,تنظيم ضعيف.,positive,,1
2465,590,عدم وجود تنظيم وفقدان الأوليات.,negative,,2
2466,593,تدقيق المعاملات وإصدار بطاقات السكن بشكل مطابق للتعليمات.,negative,,2
2467,593,تدقيق المعاملات وإصدار بطاقات السكن مع وجود أخطاء متكررة.,negative,,2
2468,593,ضعف شديد بالتدقيق المعاملات.,negative,,2
2469,593,قلة خبرة في تدقيق المعاملات.,impediment,,3
2470,593,اخرى,negative,,2
2471,595,إدخال البيانات بشكل دقيق ومؤرشفة بالكامل.,positive,,1
2472,595,إدخال البيانات مع وجود أخطاء بيسطة.,positive,,1
2473,595,إدخال البيانات مع وجودأخطاء واضحة.,positive,,1
2474,595,عدم وجود الارشفة الالكترونية.,negative,,2
2475,595,اخرى,negative,,2
2476,596,وجود اللوحات الإرشادية بشكل واضح ومعلقة.,positive,,1
2477,598,اللوحات الإرشادية بشكل واضح جزئياً.,positive,,1
2478,598,اللوحات الإرشادية غير واضحة.,negative,,2
2479,598,اللوحات الإرشادية غير موجودة.,negative,,2
2480,598,اخرى,negative,,2
2481,600,يكون التوقيع من قبل ضابط حصرا على بطاقة السكن.,positive,,1
2482,600,تخويل الموظف المدني صلاحية التوقيع على بطاقة السكن.,negative,,2
2483,600,تخويل لجنة ثلاثية بالتوقيع على بطاقة السكن.,positive,,1
2484,600,عدم تخويل المفوض صلاحية التوقيع.,negative,,2
2485,600,اخرى,negative,,2
2486,603,إجراءات تأمين الوثائق من مخاطر الحريق بشكل جيد.,positive,,1
2487,603,إجراءات تأمين الوثائق من مخاطر الحريق بشكل متوسط.,positive,,1
2488,603,إجراءات تأمين الوثائق من مخاطر الحريق بشكل ضعيف.,positive,,1
2489,603,لا يوجد تأمين للوثائق.,negative,,2
2490,603,اخرى,negative,,2
2491,608,متابعة من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها بشكل دقيق.,positive,,1
2492,608,متابعة من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها بشكل جيد.,positive,,1
2761,675,ملحق (و) – موقف نظام الأمن المناطقي,negative,,2
2494,608,عدم وجود متابعة واهمال من قبل قسمي العرب والأجانب حال صدور سمات الدخول وانتهائها.,negative,,2
2495,608,اخرى,negative,,2
2496,609,تنفيذ أوامر القبض والمنع والابعاد والإخراج بشكل ضعيف من قبل قسم الابعاد والإخراج وشعبة المنع.,negative,,2
2497,609,عدم التنفيذ أوامر القبض والابعاد من قبل قسم الابعاد والإخراج وشعبة المنع.,negative,,2
2922,108,المستوى العام لمدير المنطقة (ضعيف).,negative,0.00,2
2498,609,تنفيذ أوامر القبض والمنع والابعاد والإخراج بشكل فوري وفعال من قبل قسم الابعاد والإخراج وشعبة المنع.,negative,,2
2499,609,تنفيذ أوامر القبض والمنع والابعاد والإخراج بشكل متأخر من قبل قبل قسم الابعاد والإخراج وشعبة المنع.,negative,,2
2500,609,تنفيذ أوامر القبض والمنع والابعاد والإخراج بشكل ضعيف من قبل قسم الابعاد والإخراج وشعبة المنع.,negative,,2
2501,609,عدم التنفيذ أوامر القبض والابعاد من قبل قسم الابعاد والإخراج وشعبة المنع.,negative,,2
2502,609,اخرى,negative,,2
2503,610,جميع السجلات منظمة ومدامة حسب التعليمات,positive,,1
2504,610,تدقيق السجلات المالية (سجل محاسبة 66) دقيق ومطابقة شهرية مع مقر المديرية.,negative,,2
2505,610,تكامل السجلات والبيانات بشكل كامل ومطابق.,positive,,1
2506,610,تكامل السجلات والبيانات بشكل جزئي.,positive,,1
2507,610,ضعيف تكامل السجلات والبيانات والمطابقة.,negative,,2
2508,610,عدم وجود تكامل ومطابقة السجلات والبيانات,negative,,2
2509,610,اخرى,negative,,2
2510,612,تدقيق المعاملات وإصدار بطاقات السكن بشكل مطابق للتعليمات.,negative,,2
2511,612,الالتزام بالتعليمات الخاصة بالتوقيع من قبل ضابط المكتب حصرا على بطاقة السكن.,negative,,2
2512,612,دقيق ومطابق للأصول,positive,,1
2513,612,دقيق غالباً,positive,,1
2514,612,أخطاء متكررة,positive,,1
2515,612,ضعيف جدا بالمطابقة,negative,,2
2516,614,التزام في إصدار جوازات السفر بشكل كامل.,positive,,1
2517,614,التزام في إصدار جوازات السفر مع وجود ملاحظات.,positive,,1
2518,614,التزام في إصدار جوازات السفر بسيطة.,positive,,1
2519,614,عدم وجود التزام  في اجراءات إصدار جوازات السفر.,negative,,2
2520,614,اخرى,negative,,2
2521,616,كفاءة أنظمة الأرشفة عالية جداً.,positive,,1
2522,616,كفاءة أنظمة الأرشفة جيدة.,positive,,1
2523,616,كفاءة أنظمة الأرشفة ضعيفة.,positive,,1
2524,616,كفاءة أنظمة الأرشفة غير فعالة.,negative,,2
2525,617,استيفاء الرسوم والحسابات المالية.,negative,,2
2526,617,استيفاء الرسوم بصورة الكترونية (ماستر كارد) وتنظيم وصولات فيها.,positive,,1
2527,617,استيفاء الرسوم والحسابات المالية بشكل دقيق ومطابق.,negative,,2
2528,617,استيفاء الرسوم والحسابات المالية متوسط مع ملاحظات.,negative,,2
2529,617,استيفاء الرسوم والحسابات المالية مع وجودأخطاء مالية.,negative,,2
2530,617,مخالفات واضحة استيفاء في الرسوم والحسابات المالية.,negative,,2
2531,617,اخرى,negative,,2
2532,619,أداء متوسط  مع ضعف بالتنسيق,negative,,2
2533,619,أداء ضعيف وغير منظم,negative,,2
2534,619,أداء متكامل ومنسق بشكل عالي الكفاءة,positive,,1
2535,619,أداء جيد مع بعض الملاحظات,negative,,2
2536,619,أداء متوسط  مع ضعف بالتنسيق,negative,,2
2537,619,أداء ضعيف وغير منظم,negative,,2
2538,620,تكامل مع تأخر بسيط,positive,,1
2539,620,تكامل محدد,positive,,1
2540,620,تكامل جيد وواضح الاجراء,positive,,1
2541,620,تكامل مع تأخر بسيط,positive,,1
2542,620,تكامل محدد,positive,,1
2543,620,عدم وجود تكامل,negative,,2
2544,621,فعالية عمليات التدقيق على الوافدين والمغادرين بشكل متوسط وفق الضوابط.,negative,,2
2740,675,النسبة المئوية,negative,,2
2545,621,فعالية عمليات التدقيق على الوافدين والمغادرين مع وجود ملاحظات بسيطة.,negative,,2
2546,621,فعالية عمليات التدقيق على الوافدين والمغادرين بشكل فعال وفق الضوابط.,negative,,2
2547,621,فعالية عمليات التدقيق على الوافدين والمغادرين مع وجود ملاحظات بسيطة.,negative,,2
2548,621,فعالية عمليات التدقيق على الوافدين والمغادرين بشكل متوسط وفق الضوابط.,negative,,2
2549,621,فعالية عمليات التدقيق على الوافدين والمغادرين بشكل ضعيف وغير كافية,impediment,,3
2550,621,اخرى,negative,,2
2551,624,كفاءة عالية واكتشاف سريع للوثائق المزورة في المنفذ.,negative,,2
2552,624,كفاءة جيدة للوثائق المزورة في المنفذ.,negative,,2
